date,location,infectives,mlrt,low,high
2020-08-17,GP,6498.9,0.82,0.67,0.94
2020-08-18,GP,6320.4,0.81,0.66,0.93
2020-08-19,GP,6108.4,0.77,0.62,0.89
2020-08-20,GP,5854.5,0.71,0.55,0.83
2020-08-21,GP,5564.3,0.66,0.51,0.79
2020-08-22,GP,5252.0,0.61,0.45,0.74
2020-08-23,GP,4932.7,0.57,0.4,0.7
2020-08-24,GP,4618.5,0.54,0.37,0.68
2020-08-25,GP,4323.2,0.54,0.38,0.69
2020-08-26,GP,4067.1,0.56,0.39,0.71
2020-08-27,GP,3854.3,0.61,0.43,0.76
2020-08-28,GP,3682.7,0.66,0.47,0.81
2020-08-29,GP,3544.3,0.71,0.53,0.87
2020-08-30,GP,3427.4,0.75,0.55,0.9
2020-08-31,GP,3317.4,0.77,0.57,0.92
2020-09-01,GP,3200.8,0.75,0.57,0.92
2020-09-02,GP,3070.6,0.72,0.52,0.88
2020-09-03,GP,2930.8,0.68,0.48,0.85
2020-09-04,GP,2789.7,0.66,0.47,0.84
2020-09-05,GP,2654.0,0.65,0.45,0.83
2020-09-06,GP,2531.5,0.66,0.45,0.84
2020-09-07,GP,2428.6,0.69,0.49,0.88
2020-09-08,GP,2349.3,0.74,0.52,0.92
2020-09-09,GP,2292.2,0.8,0.59,0.99
2020-09-10,GP,2254.3,0.86,0.63,1.04
2020-09-11,GP,2231.6,0.9,0.68,1.09
2020-09-12,GP,2220.5,0.94,0.72,1.13
2020-09-13,GP,2214.9,0.97,0.74,1.15
2020-09-14,GP,2209.0,0.98,0.75,1.16
2020-09-15,GP,2197.5,0.97,0.74,1.15
2020-09-16,GP,2177.3,0.94,0.72,1.13
2020-09-17,GP,2145.8,0.91,0.69,1.1
2020-09-18,GP,2100.8,0.87,0.63,1.05
2020-09-19,GP,2042.3,0.82,0.59,1.01
2020-09-20,GP,1974.8,0.78,0.54,0.97
2020-09-21,GP,1905.3,0.76,0.53,0.96
2020-09-22,GP,1841.3,0.76,0.51,0.95
2020-09-23,GP,1787.5,0.78,0.54,0.98
2020-09-24,GP,1747.9,0.82,0.57,1.02
2020-09-25,GP,1726.2,0.88,0.63,1.08
2020-09-26,GP,1725.0,0.95,0.71,1.16
2020-09-27,GP,1742.1,1.03,0.78,1.23
2020-09-28,GP,1772.4,1.09,0.83,1.28
2020-09-29,GP,1810.1,1.13,0.89,1.33
2020-09-30,GP,1851.2,1.15,0.9,1.34
2020-10-01,GP,1893.3,1.15,0.93,1.36
2020-10-02,GP,1934.1,1.15,0.92,1.35
2020-10-03,GP,1970.7,1.14,0.9,1.33
2020-10-04,GP,2002.5,1.12,0.9,1.32
2020-10-05,GP,2030.7,1.1,0.88,1.3
2020-10-06,GP,2056.0,1.09,0.86,1.28
2020-10-07,GP,2078.9,1.08,0.85,1.27
2020-10-08,GP,2099.5,1.07,0.84,1.26
2020-10-09,GP,2118.3,1.06,0.83,1.25
2020-10-10,GP,2136.5,1.06,0.85,1.26
2020-10-11,GP,2154.1,1.06,0.84,1.25
2020-10-12,GP,2170.2,1.05,0.83,1.24
2020-10-13,GP,2183.5,1.05,0.82,1.23
2020-10-14,GP,2192.1,1.03,0.81,1.22
2020-10-15,GP,2192.5,1.01,0.79,1.2
2020-10-16,GP,2181.4,0.98,0.75,1.16
2020-10-17,GP,2158.6,0.94,0.72,1.13
2020-10-18,GP,2123.9,0.9,0.69,1.1
2020-10-19,GP,2077.8,0.86,0.63,1.05
2020-10-20,GP,2023.4,0.83,0.6,1.02
2020-10-21,GP,1965.0,0.81,0.57,1.0
2020-10-22,GP,1908.7,0.8,0.57,1.0
2020-10-23,GP,1859.5,0.81,0.56,1.0
2020-10-24,GP,1816.7,0.83,0.58,1.02
2020-10-25,GP,1780.2,0.85,0.61,1.05
2020-10-26,GP,1749.0,0.87,0.61,1.06
2020-10-27,GP,1720.9,0.88,0.63,1.08
2020-10-28,GP,1692.4,0.88,0.64,1.09
2020-10-29,GP,1661.0,0.87,0.64,1.09
2020-10-30,GP,1624.8,0.85,0.6,1.06
2020-10-31,GP,1584.4,0.83,0.59,1.05
2020-11-01,GP,1541.0,0.82,0.55,1.02
2020-11-02,GP,1497.5,0.8,0.55,1.02
2020-11-03,GP,1456.8,0.8,0.53,1.01
2020-11-04,GP,1421.8,0.82,0.56,1.04
2020-11-05,GP,1393.1,0.84,0.59,1.07
2020-11-06,GP,1370.5,0.87,0.59,1.08
2020-11-07,GP,1354.4,0.9,0.63,1.12
2020-11-08,GP,1343.8,0.92,0.66,1.15
2020-11-09,GP,1337.4,0.95,0.68,1.17
2020-11-10,GP,1334.3,0.97,0.71,1.2
2020-11-11,GP,1333.5,0.98,0.72,1.21
2020-11-12,GP,1335.3,1.0,0.74,1.23
2020-11-13,GP,1341.0,1.01,0.75,1.24
2020-11-14,GP,1351.3,1.04,0.77,1.26
2020-11-15,GP,1367.2,1.06,0.79,1.28
2020-11-16,GP,1388.9,1.09,0.81,1.3
2020-11-17,GP,1416.3,1.12,0.86,1.34
2020-11-18,GP,1449.9,1.14,0.88,1.36
2020-11-19,GP,1489.7,1.17,0.93,1.4
2020-11-20,GP,1534.8,1.19,0.93,1.4
2020-11-21,GP,1584.8,1.21,0.97,1.43
2020-11-22,GP,1640.0,1.23,0.97,1.43
2020-11-23,GP,1701.8,1.24,1.0,1.45
2020-11-24,GP,1773.4,1.27,1.02,1.47
2020-11-25,GP,1858.6,1.31,1.06,1.5
2020-11-26,GP,1963.8,1.36,1.12,1.55
2020-11-27,GP,2097.8,1.43,1.19,1.61
2020-11-28,GP,2269.8,1.51,1.28,1.69
2020-11-29,GP,2489.5,1.61,1.4,1.79
2020-11-30,GP,2765.6,1.7,1.49,1.87
2020-12-01,GP,3105.3,1.78,1.58,1.94
2020-12-02,GP,3513.0,1.84,1.66,2.0
2020-12-03,GP,3988.2,1.88,1.69,2.02
2020-12-04,GP,4522.9,1.88,1.71,2.02
2020-12-05,GP,5102.7,1.85,1.7,1.99
2020-12-06,GP,5709.9,1.8,1.64,1.92
2020-12-07,GP,6325.3,1.73,1.58,1.85
2020-12-08,GP,6932.9,1.65,1.51,1.77
2020-12-09,GP,7522.8,1.58,1.44,1.69
2020-12-10,GP,8094.5,1.52,1.39,1.63
2020-12-11,GP,8657.3,1.48,1.34,1.58
2020-12-12,GP,9226.0,1.45,1.32,1.55
2020-12-13,GP,9820.2,1.44,1.32,1.54
2020-12-14,GP,10462.9,1.44,1.31,1.53
2020-12-15,GP,11173.0,1.46,1.34,1.55
2020-12-16,GP,11954.5,1.47,1.37,1.57
2020-12-17,GP,12802.2,1.48,1.36,1.56
2020-12-18,GP,13700.3,1.47,1.37,1.56
2020-12-19,GP,14625.7,1.46,1.35,1.54
2020-12-20,GP,15544.5,1.43,1.33,1.51
2020-12-21,GP,16427.6,1.39,1.28,1.46
2020-12-22,GP,17260.4,1.35,1.26,1.43
2020-12-23,GP,18061.9,1.32,1.22,1.39
2020-12-24,GP,18855.8,1.3,1.2,1.37
2020-12-25,GP,19663.5,1.29,1.21,1.37
2020-12-26,GP,20507.9,1.29,1.2,1.36
2020-12-27,GP,21418.4,1.3,1.21,1.37
2020-12-28,GP,22418.3,1.32,1.24,1.39
2020-12-29,GP,23522.9,1.34,1.25,1.4
2020-12-30,GP,24721.3,1.35,1.26,1.41
2020-12-31,GP,26002.3,1.35,1.28,1.42
2021-01-01,GP,27350.9,1.35,1.27,1.41
2021-01-02,GP,28742.1,1.35,1.26,1.4
2021-01-03,GP,30124.2,1.33,1.26,1.39
2021-01-04,GP,31420.9,1.3,1.22,1.35
2021-01-05,GP,32525.1,1.24,1.17,1.3
2021-01-06,GP,33331.5,1.17,1.1,1.23
2021-01-07,GP,33743.2,1.09,1.01,1.14
2021-01-08,GP,33702.8,1.0,0.92,1.05
2021-01-09,GP,33195.8,0.9,0.82,0.95
2021-01-10,GP,32262.9,0.8,0.73,0.86
2021-01-11,GP,30988.0,0.72,0.65,0.78
2021-01-12,GP,29496.6,0.66,0.57,0.71
2021-01-13,GP,27901.1,0.61,0.53,0.67
2021-01-14,GP,26292.0,0.59,0.51,0.65
2021-01-15,GP,24731.5,0.57,0.48,0.63
2021-01-16,GP,23247.2,0.57,0.48,0.63
2021-01-17,GP,21839.5,0.56,0.47,0.63
2021-01-18,GP,20487.9,0.55,0.46,0.62
2021-01-19,GP,19150.4,0.53,0.43,0.6
2021-01-20,GP,17799.4,0.49,0.39,0.56
2021-01-21,GP,16431.1,0.44,0.34,0.52
2021-01-22,GP,15046.5,0.39,0.29,0.47
2021-01-23,GP,13664.9,0.33,0.23,0.42
2021-01-24,GP,12322.9,0.28,0.17,0.37
2021-01-25,GP,11054.0,0.24,0.13,0.34
2021-01-26,GP,9898.1,0.23,0.11,0.33
2021-01-27,GP,8889.2,0.24,0.12,0.35
2021-01-28,GP,8036.3,0.29,0.16,0.4
2021-01-29,GP,7343.4,0.36,0.22,0.47
2021-01-30,GP,6801.2,0.45,0.3,0.56
2021-01-31,GP,6379.5,0.53,0.38,0.65
2021-02-01,GP,6048.7,0.61,0.47,0.74
2021-02-02,GP,5777.0,0.67,0.51,0.79
2021-02-03,GP,5539.1,0.7,0.55,0.83
2021-02-04,GP,5324.8,0.72,0.56,0.85
2021-02-05,GP,5125.9,0.73,0.58,0.87
2021-02-06,GP,4936.7,0.73,0.56,0.86
2021-02-07,GP,4758.0,0.74,0.58,0.88
2021-02-08,GP,4592.1,0.75,0.57,0.88
2021-02-09,GP,4442.8,0.76,0.59,0.9
2021-02-10,GP,4309.1,0.78,0.6,0.92
2021-02-11,GP,4189.0,0.8,0.62,0.94
2021-02-12,GP,4078.5,0.81,0.64,0.96
2021-02-13,GP,3972.1,0.81,0.62,0.95
2021-02-14,GP,3862.6,0.81,0.62,0.95
2021-02-15,GP,3746.4,0.79,0.61,0.94
2021-02-16,GP,3622.6,0.77,0.58,0.92
2021-02-17,GP,3493.4,0.75,0.57,0.91
2021-02-18,GP,3358.5,0.73,0.53,0.88
2021-02-19,GP,3220.1,0.71,0.53,0.88
2021-02-20,GP,3082.9,0.7,0.5,0.86
2021-02-21,GP,2953.2,0.7,0.49,0.86
2021-02-22,GP,2834.3,0.71,0.51,0.88
2021-02-23,GP,2725.6,0.72,0.51,0.89
2021-02-24,GP,2626.0,0.73,0.53,0.91
2021-02-25,GP,2536.8,0.75,0.53,0.92
2021-02-26,GP,2459.7,0.77,0.56,0.95
2021-02-27,GP,2394.7,0.8,0.57,0.97
2021-02-28,GP,2341.8,0.83,0.61,1.01
2021-03-01,GP,2301.6,0.86,0.65,1.05
2021-03-02,GP,2276.4,0.9,0.67,1.08
2021-03-03,GP,2267.0,0.95,0.72,1.13
2021-03-04,GP,2272.2,0.99,0.76,1.17
2021-03-05,GP,2287.7,1.03,0.82,1.22
2021-03-06,GP,2308.5,1.05,0.84,1.24
2021-03-07,GP,2328.9,1.06,0.84,1.24
2021-03-08,GP,2344.4,1.05,0.83,1.23
2021-03-09,GP,2350.9,1.03,0.81,1.21
2021-03-10,GP,2345.8,1.0,0.78,1.18
2021-03-11,GP,2329.1,0.96,0.75,1.15
2021-03-12,GP,2304.7,0.94,0.72,1.12
2021-03-13,GP,2277.3,0.92,0.71,1.11
2021-03-14,GP,2250.7,0.92,0.69,1.1
2021-03-15,GP,2225.6,0.92,0.69,1.1
2021-03-16,GP,2202.1,0.92,0.7,1.11
2021-03-17,GP,2181.4,0.93,0.71,1.12
2021-03-18,GP,2163.9,0.94,0.72,1.13
2021-03-19,GP,2149.7,0.95,0.73,1.14
2021-03-20,GP,2137.4,0.95,0.74,1.15
2021-03-21,GP,2125.5,0.96,0.72,1.14
2021-03-22,GP,2113.5,0.96,0.72,1.14
2021-03-23,GP,2102.7,0.96,0.73,1.15
2021-03-24,GP,2093.0,0.97,0.73,1.15
2021-03-25,GP,2083.5,0.97,0.73,1.15
2021-03-26,GP,2071.0,0.96,0.73,1.15
2021-03-27,GP,2052.4,0.94,0.71,1.13
2021-03-28,GP,2026.7,0.92,0.7,1.12
2021-03-29,GP,1995.1,0.9,0.66,1.09
2021-03-30,GP,1958.5,0.88,0.64,1.07
2021-03-31,GP,1920.0,0.86,0.63,1.06
2021-04-01,GP,1883.3,0.86,0.64,1.07
2021-04-02,GP,1854.3,0.88,0.63,1.07
2021-04-03,GP,1839.5,0.92,0.68,1.12
2021-04-04,GP,1843.3,0.98,0.74,1.18
2021-04-05,GP,1865.9,1.05,0.8,1.24
2021-04-06,GP,1906.2,1.11,0.89,1.32
2021-04-07,GP,1959.1,1.16,0.93,1.36
2021-04-08,GP,2018.7,1.19,0.98,1.4
2021-04-09,GP,2079.4,1.2,0.97,1.39
2021-04-10,GP,2134.5,1.19,0.95,1.37
2021-04-11,GP,2179.9,1.16,0.94,1.35
2021-04-12,GP,2216.1,1.13,0.9,1.31
2021-04-13,GP,2242.4,1.1,0.87,1.28
2021-04-14,GP,2261.4,1.07,0.84,1.25
2021-04-15,GP,2274.9,1.05,0.82,1.23
2021-04-16,GP,2284.0,1.03,0.83,1.23
2021-04-17,GP,2290.6,1.02,0.81,1.21
2021-04-18,GP,2294.9,1.01,0.8,1.2
2021-04-19,GP,2296.1,1.01,0.8,1.2
2021-04-20,GP,2296.0,1.0,0.79,1.19
2021-04-21,GP,2295.9,1.0,0.79,1.19
2021-04-22,GP,2298.6,1.0,0.79,1.19
2021-04-23,GP,2308.7,1.02,0.81,1.21
2021-04-24,GP,2331.5,1.05,0.84,1.24
2021-04-25,GP,2373.5,1.1,0.88,1.28
2021-04-26,GP,2439.6,1.16,0.94,1.34
2021-04-27,GP,2531.6,1.23,1.02,1.41
2021-04-28,GP,2652.1,1.3,1.1,1.48
2021-04-29,GP,2802.6,1.36,1.14,1.52
2021-04-30,GP,2981.3,1.41,1.2,1.57
2021-05-01,GP,3182.3,1.44,1.24,1.6
2021-05-02,GP,3399.6,1.46,1.26,1.61
2021-05-03,GP,3629.3,1.46,1.27,1.61
2021-05-04,GP,3873.5,1.46,1.27,1.6
2021-05-05,GP,4133.9,1.45,1.28,1.6
2021-05-06,GP,4412.9,1.46,1.29,1.6
2021-05-07,GP,4713.6,1.46,1.3,1.6
2021-05-08,GP,5037.8,1.46,1.29,1.59
2021-05-09,GP,5383.7,1.46,1.3,1.59
2021-05-10,GP,5747.6,1.46,1.3,1.58
2021-05-11,GP,6125.3,1.45,1.3,1.57
2021-05-12,GP,6512.9,1.43,1.28,1.55
2021-05-13,GP,6906.8,1.41,1.27,1.53
2021-05-14,GP,7302.9,1.39,1.26,1.51
2021-05-15,GP,7700.5,1.37,1.23,1.48
2021-05-16,GP,8105.4,1.36,1.23,1.47
2021-05-17,GP,8523.4,1.35,1.21,1.45
2021-05-18,GP,8955.5,1.35,1.22,1.45
2021-05-19,GP,9399.9,1.34,1.21,1.44
2021-05-20,GP,9860.9,1.34,1.21,1.43
2021-05-21,GP,10342.9,1.33,1.21,1.43
2021-05-22,GP,10848.3,1.33,1.22,1.43
2021-05-23,GP,11374.2,1.33,1.21,1.42
2021-05-24,GP,11919.9,1.33,1.22,1.42
2021-05-25,GP,12487.7,1.33,1.21,1.41
2021-05-26,GP,13085.8,1.33,1.21,1.41
2021-05-27,GP,13715.7,1.33,1.22,1.41
2021-05-28,GP,14386.3,1.33,1.22,1.41
2021-05-29,GP,15108.3,1.34,1.25,1.43
2021-05-30,GP,15897.5,1.36,1.25,1.43
2021-05-31,GP,16776.3,1.37,1.27,1.45
2021-06-01,GP,17773.4,1.4,1.31,1.48
2021-06-02,GP,18918.2,1.43,1.33,1.5
2021-06-03,GP,20239.8,1.47,1.38,1.54
2021-06-04,GP,21756.7,1.5,1.41,1.57
2021-06-05,GP,23473.9,1.53,1.44,1.59
2021-06-06,GP,25376.1,1.54,1.45,1.6
2021-06-07,GP,27436.8,1.55,1.47,1.61
2021-06-08,GP,29630.2,1.54,1.45,1.59
2021-06-09,GP,31921.5,1.52,1.45,1.58
2021-06-10,GP,34285.5,1.5,1.42,1.55
2021-06-11,GP,36699.6,1.48,1.41,1.53
2021-06-12,GP,39148.5,1.45,1.38,1.5
2021-06-13,GP,41643.4,1.43,1.36,1.48
2021-06-14,GP,44202.2,1.42,1.36,1.47
2021-06-15,GP,46829.8,1.4,1.34,1.45
2021-06-16,GP,49531.7,1.39,1.32,1.43
2021-06-17,GP,52307.9,1.38,1.33,1.43
2021-06-18,GP,55179.0,1.37,1.32,1.42
2021-06-19,GP,58174.6,1.37,1.31,1.41
2021-06-20,GP,61309.3,1.37,1.31,1.41
2021-06-21,GP,64593.6,1.37,1.3,1.4
2021-06-22,GP,68033.3,1.36,1.31,1.4
2021-06-23,GP,71658.8,1.36,1.31,1.4
2021-06-24,GP,75485.0,1.36,1.31,1.4
2021-06-25,GP,79496.4,1.36,1.31,1.4
2021-06-26,GP,83654.7,1.36,1.31,1.39
2020-03-13,KZN,14.1,2.44,0.58,6.06
2020-03-14,KZN,17.3,2.39,0.84,4.28
2020-03-15,KZN,21.9,2.38,1.02,3.86
2020-03-16,KZN,28.2,2.5,1.25,3.71
2020-03-17,KZN,36.3,2.57,1.44,3.58
2020-03-18,KZN,46.3,2.59,1.65,3.51
2020-03-19,KZN,57.7,2.55,1.67,3.32
2020-03-20,KZN,69.6,2.46,1.68,3.16
2020-03-21,KZN,81.1,2.35,1.64,2.99
2020-03-22,KZN,91.3,2.2,1.56,2.81
2020-03-23,KZN,98.8,2.01,1.37,2.56
2020-03-24,KZN,103.3,1.82,1.21,2.35
2020-03-25,KZN,104.6,1.63,1.04,2.15
2020-03-26,KZN,103.2,1.45,0.85,1.95
2020-03-27,KZN,100.5,1.29,0.71,1.8
2020-03-28,KZN,97.6,1.17,0.6,1.69
2020-03-29,KZN,96.0,1.09,0.5,1.6
2020-03-30,KZN,97.2,1.09,0.5,1.6
2020-03-31,KZN,102.0,1.13,0.55,1.65
2020-04-01,KZN,110.4,1.22,0.66,1.75
2020-04-02,KZN,121.9,1.33,0.74,1.82
2020-04-03,KZN,135.3,1.43,0.88,1.93
2020-04-04,KZN,149.0,1.49,0.95,1.97
2020-04-05,KZN,161.3,1.5,0.99,1.98
2020-04-06,KZN,171.3,1.47,0.95,1.92
2020-04-07,KZN,178.3,1.41,0.9,1.85
2020-04-08,KZN,182.3,1.33,0.81,1.75
2020-04-09,KZN,183.4,1.24,0.73,1.66
2020-04-10,KZN,182.7,1.15,0.68,1.6
2020-04-11,KZN,181.9,1.09,0.61,1.53
2020-04-12,KZN,182.1,1.06,0.59,1.51
2020-04-13,KZN,183.9,1.05,0.59,1.51
2020-04-14,KZN,187.8,1.07,0.59,1.51
2020-04-15,KZN,193.7,1.11,0.61,1.53
2020-04-16,KZN,201.8,1.15,0.67,1.58
2020-04-17,KZN,211.0,1.19,0.71,1.61
2020-04-18,KZN,219.8,1.21,0.74,1.63
2020-04-19,KZN,226.8,1.21,0.73,1.61
2020-04-20,KZN,231.3,1.18,0.72,1.59
2020-04-21,KZN,233.2,1.14,0.7,1.56
2020-04-22,KZN,232.1,1.08,0.63,1.49
2020-04-23,KZN,228.1,1.01,0.56,1.42
2020-04-24,KZN,221.9,0.94,0.47,1.34
2020-04-25,KZN,215.3,0.89,0.43,1.3
2020-04-26,KZN,210.4,0.87,0.4,1.28
2020-04-27,KZN,207.6,0.87,0.39,1.28
2020-04-28,KZN,207.1,0.91,0.43,1.32
2020-04-29,KZN,208.6,0.94,0.47,1.36
2020-04-30,KZN,212.5,1.0,0.52,1.41
2020-05-01,KZN,218.6,1.05,0.57,1.46
2020-05-02,KZN,225.8,1.1,0.63,1.51
2020-05-03,KZN,233.0,1.13,0.67,1.54
2020-05-04,KZN,239.2,1.14,0.7,1.56
2020-05-05,KZN,243.7,1.13,0.66,1.52
2020-05-06,KZN,246.3,1.11,0.66,1.51
2020-05-07,KZN,246.6,1.07,0.61,1.46
2020-05-08,KZN,244.4,1.02,0.56,1.41
2020-05-09,KZN,240.1,0.97,0.52,1.37
2020-05-10,KZN,234.4,0.92,0.48,1.33
2020-05-11,KZN,229.0,0.9,0.43,1.29
2020-05-12,KZN,225.5,0.89,0.45,1.31
2020-05-13,KZN,225.2,0.92,0.45,1.32
2020-05-14,KZN,228.9,0.97,0.51,1.38
2020-05-15,KZN,236.8,1.05,0.58,1.45
2020-05-16,KZN,249.6,1.15,0.69,1.55
2020-05-17,KZN,267.9,1.26,0.83,1.67
2020-05-18,KZN,292.5,1.39,0.93,1.76
2020-05-19,KZN,324.1,1.51,1.09,1.89
2020-05-20,KZN,362.9,1.61,1.19,1.97
2020-05-21,KZN,408.4,1.7,1.29,2.04
2020-05-22,KZN,458.4,1.74,1.35,2.07
2020-05-23,KZN,509.5,1.74,1.37,2.06
2020-05-24,KZN,555.7,1.67,1.31,1.98
2020-05-25,KZN,593.0,1.57,1.22,1.87
2020-05-26,KZN,618.6,1.44,1.09,1.73
2020-05-27,KZN,630.9,1.29,0.96,1.59
2020-05-28,KZN,630.3,1.15,0.81,1.44
2020-05-29,KZN,620.0,1.02,0.69,1.32
2020-05-30,KZN,604.9,0.93,0.58,1.22
2020-05-31,KZN,592.0,0.89,0.56,1.2
2020-06-01,KZN,584.5,0.9,0.54,1.19
2020-06-02,KZN,583.8,0.94,0.58,1.23
2020-06-03,KZN,590.4,1.0,0.65,1.3
2020-06-04,KZN,604.1,1.07,0.71,1.36
2020-06-05,KZN,623.6,1.14,0.79,1.43
2020-06-06,KZN,648.1,1.2,0.87,1.5
2020-06-07,KZN,675.7,1.24,0.92,1.54
2020-06-08,KZN,706.9,1.27,0.96,1.57
2020-06-09,KZN,741.8,1.3,0.96,1.57
2020-06-10,KZN,781.2,1.33,1.03,1.62
2020-06-11,KZN,827.4,1.37,1.06,1.64
2020-06-12,KZN,883.3,1.41,1.11,1.68
2020-06-13,KZN,951.8,1.47,1.16,1.72
2020-06-14,KZN,1037.0,1.54,1.25,1.79
2020-06-15,KZN,1144.1,1.62,1.36,1.88
2020-06-16,KZN,1279.1,1.72,1.46,1.96
2020-06-17,KZN,1447.6,1.81,1.55,2.03
2020-06-18,KZN,1652.8,1.88,1.63,2.09
2020-06-19,KZN,1895.8,1.93,1.69,2.13
2020-06-20,KZN,2175.8,1.95,1.74,2.15
2020-06-21,KZN,2490.7,1.95,1.74,2.13
2020-06-22,KZN,2835.8,1.92,1.72,2.09
2020-06-23,KZN,3207.4,1.88,1.67,2.03
2020-06-24,KZN,3600.6,1.82,1.64,1.98
2020-06-25,KZN,4011.7,1.77,1.58,1.91
2020-06-26,KZN,4437.7,1.72,1.55,1.86
2020-06-27,KZN,4874.8,1.67,1.5,1.8
2020-06-28,KZN,5317.6,1.62,1.46,1.75
2020-06-29,KZN,5763.2,1.57,1.42,1.7
2020-06-30,KZN,6211.6,1.53,1.38,1.65
2020-07-01,KZN,6670.4,1.5,1.36,1.62
2020-07-02,KZN,7153.6,1.49,1.34,1.6
2020-07-03,KZN,7681.8,1.5,1.35,1.6
2020-07-04,KZN,8275.0,1.52,1.38,1.62
2020-07-05,KZN,8953.1,1.55,1.42,1.65
2020-07-06,KZN,9726.4,1.58,1.46,1.68
2020-07-07,KZN,10593.8,1.6,1.47,1.69
2020-07-08,KZN,11537.3,1.6,1.47,1.68
2020-07-09,KZN,12524.4,1.58,1.46,1.66
2020-07-10,KZN,13505.1,1.53,1.43,1.62
2020-07-11,KZN,14429.0,1.47,1.36,1.55
2020-07-12,KZN,15264.9,1.4,1.3,1.48
2020-07-13,KZN,15996.4,1.33,1.23,1.41
2020-07-14,KZN,16622.1,1.27,1.17,1.35
2020-07-15,KZN,17153.0,1.22,1.13,1.3
2020-07-16,KZN,17604.6,1.18,1.09,1.26
2020-07-17,KZN,18015.8,1.16,1.07,1.24
2020-07-18,KZN,18426.0,1.16,1.06,1.23
2020-07-19,KZN,18831.8,1.15,1.05,1.22
2020-07-20,KZN,19213.8,1.14,1.04,1.21
2020-07-21,KZN,19536.3,1.12,1.03,1.19
2020-07-22,KZN,19774.4,1.09,1.0,1.16
2020-07-23,KZN,19914.8,1.05,0.96,1.12
2020-07-24,KZN,19936.9,1.01,0.92,1.08
2020-07-25,KZN,19817.5,0.96,0.87,1.03
2020-07-26,KZN,19565.2,0.91,0.83,0.99
2020-07-27,KZN,19207.6,0.87,0.77,0.94
2020-07-28,KZN,18785.8,0.85,0.75,0.92
2020-07-29,KZN,18323.7,0.83,0.73,0.9
2020-07-30,KZN,17837.5,0.81,0.72,0.89
2020-07-31,KZN,17335.1,0.8,0.71,0.88
2020-08-01,KZN,16834.6,0.8,0.69,0.87
2020-08-02,KZN,16344.5,0.79,0.69,0.87
2020-08-03,KZN,15845.6,0.78,0.68,0.86
2020-08-04,KZN,15307.7,0.76,0.66,0.84
2020-08-05,KZN,14700.8,0.72,0.61,0.8
2020-08-06,KZN,14003.7,0.67,0.56,0.75
2020-08-07,KZN,13207.2,0.6,0.48,0.68
2020-08-08,KZN,12304.3,0.51,0.4,0.6
2020-08-09,KZN,11308.0,0.42,0.3,0.51
2020-08-10,KZN,10262.2,0.33,0.21,0.43
2020-08-11,KZN,9219.5,0.26,0.13,0.36
2020-08-12,KZN,8244.0,0.22,0.09,0.33
2020-08-13,KZN,7373.5,0.22,0.08,0.33
2020-08-14,KZN,6624.6,0.24,0.11,0.37
2020-08-15,KZN,6002.9,0.3,0.13,0.41
2020-08-16,KZN,5496.8,0.37,0.2,0.49
2020-08-17,KZN,5082.9,0.43,0.26,0.56
2020-08-18,KZN,4741.0,0.5,0.34,0.64
2020-08-19,KZN,4438.4,0.53,0.36,0.67
2020-08-20,KZN,4159.0,0.54,0.36,0.68
2020-08-21,KZN,3900.0,0.55,0.36,0.69
2020-08-22,KZN,3660.5,0.55,0.36,0.7
2020-08-23,KZN,3443.8,0.57,0.39,0.73
2020-08-24,KZN,3252.9,0.59,0.4,0.75
2020-08-25,KZN,3083.1,0.62,0.42,0.78
2020-08-26,KZN,2930.9,0.64,0.43,0.8
2020-08-27,KZN,2792.8,0.65,0.46,0.83
2020-08-28,KZN,2665.0,0.67,0.46,0.84
2020-08-29,KZN,2546.3,0.68,0.46,0.85
2020-08-30,KZN,2432.3,0.68,0.47,0.86
2020-08-31,KZN,2317.4,0.67,0.45,0.85
2020-09-01,KZN,2198.8,0.64,0.41,0.82
2020-09-02,KZN,2081.0,0.62,0.39,0.81
2020-09-03,KZN,1969.4,0.62,0.37,0.8
2020-09-04,KZN,1868.1,0.62,0.4,0.83
2020-09-05,KZN,1778.9,0.64,0.41,0.85
2020-09-06,KZN,1704.3,0.68,0.43,0.88
2020-09-07,KZN,1645.7,0.72,0.47,0.93
2020-09-08,KZN,1602.5,0.78,0.53,0.99
2020-09-09,KZN,1570.2,0.83,0.59,1.05
2020-09-10,KZN,1542.6,0.86,0.59,1.06
2020-09-11,KZN,1515.7,0.87,0.61,1.08
2020-09-12,KZN,1487.6,0.87,0.62,1.09
2020-09-13,KZN,1456.4,0.86,0.59,1.07
2020-09-14,KZN,1421.3,0.84,0.58,1.06
2020-09-15,KZN,1382.5,0.82,0.57,1.05
2020-09-16,KZN,1340.4,0.8,0.53,1.02
2020-09-17,KZN,1296.2,0.78,0.5,1.0
2020-09-18,KZN,1250.6,0.76,0.49,0.99
2020-09-19,KZN,1203.5,0.74,0.46,0.97
2020-09-20,KZN,1155.0,0.72,0.43,0.95
2020-09-21,KZN,1106.4,0.71,0.43,0.95
2020-09-22,KZN,1059.2,0.7,0.41,0.94
2020-09-23,KZN,1015.4,0.7,0.4,0.94
2020-09-24,KZN,976.5,0.71,0.41,0.96
2020-09-25,KZN,943.8,0.73,0.45,1.0
2020-09-26,KZN,918.2,0.77,0.47,1.03
2020-09-27,KZN,899.5,0.81,0.52,1.08
2020-09-28,KZN,886.4,0.86,0.54,1.11
