date,location,infectives,mlrt,low,high
2020-06-25,FS,695.5,1.91,1.59,2.21
2020-06-26,FS,790.4,1.9,1.57,2.17
2020-06-27,FS,893.3,1.88,1.57,2.14
2020-06-28,FS,1003.7,1.84,1.54,2.09
2020-06-29,FS,1121.4,1.8,1.51,2.04
2020-06-30,FS,1246.5,1.76,1.48,1.99
2020-07-01,FS,1380.4,1.73,1.46,1.95
2020-07-02,FS,1525.3,1.71,1.46,1.93
2020-07-03,FS,1683.4,1.7,1.44,1.9
2020-07-04,FS,1857.2,1.69,1.45,1.89
2020-07-05,FS,2048.5,1.69,1.46,1.88
2020-07-06,FS,2257.4,1.68,1.45,1.86
2020-07-07,FS,2484.2,1.67,1.47,1.86
2020-07-08,FS,2728.6,1.66,1.45,1.83
2020-07-09,FS,2989.7,1.64,1.43,1.8
2020-07-10,FS,3268.3,1.63,1.44,1.79
2020-07-11,FS,3563.3,1.61,1.42,1.76
2020-07-12,FS,3871.1,1.59,1.4,1.73
2020-07-13,FS,4189.4,1.56,1.38,1.7
2020-07-14,FS,4512.9,1.53,1.36,1.67
2020-07-15,FS,4836.0,1.49,1.33,1.63
2020-07-16,FS,5150.6,1.45,1.3,1.59
2020-07-17,FS,5447.3,1.4,1.24,1.53
2020-07-18,FS,5717.8,1.35,1.19,1.47
2020-07-19,FS,5956.5,1.3,1.14,1.42
2020-07-20,FS,6160.2,1.25,1.1,1.37
2020-07-21,FS,6329.4,1.2,1.05,1.32
2020-07-22,FS,6462.8,1.15,1.0,1.27
2020-07-23,FS,6562.1,1.11,0.96,1.23
2020-07-24,FS,6626.4,1.08,0.94,1.2
2020-07-25,FS,6653.3,1.04,0.9,1.16
2020-07-26,FS,6643.8,1.0,0.86,1.12
2020-07-27,FS,6598.8,0.96,0.82,1.08
2020-07-28,FS,6519.0,0.92,0.77,1.04
2020-07-29,FS,6405.6,0.88,0.73,1.0
2020-07-30,FS,6261.8,0.85,0.7,0.97
2020-07-31,FS,6094.0,0.82,0.67,0.94
2020-08-01,FS,5910.8,0.79,0.63,0.91
2020-08-02,FS,5716.2,0.77,0.61,0.89
2020-08-03,FS,5512.9,0.75,0.58,0.87
2020-08-04,FS,5299.7,0.73,0.57,0.86
2020-08-05,FS,5078.4,0.71,0.53,0.83
2020-08-06,FS,4849.8,0.68,0.52,0.82
2020-08-07,FS,4617.7,0.66,0.48,0.79
2020-08-08,FS,4389.5,0.65,0.48,0.79
2020-08-09,FS,4174.9,0.65,0.47,0.79
2020-08-10,FS,3980.5,0.66,0.47,0.8
2020-08-11,FS,3811.1,0.69,0.51,0.84
2020-08-12,FS,3671.6,0.73,0.53,0.87
2020-08-13,FS,3562.0,0.77,0.59,0.93
2020-08-14,FS,3476.2,0.81,0.64,0.98
2020-08-15,FS,3402.7,0.84,0.64,0.99
2020-08-16,FS,3330.2,0.85,0.65,1.0
2020-08-17,FS,3254.7,0.84,0.65,1.0
2020-08-18,FS,3177.1,0.83,0.63,0.99
2020-08-19,FS,3094.4,0.82,0.62,0.98
2020-08-20,FS,3006.2,0.8,0.61,0.97
2020-08-21,FS,2915.7,0.79,0.58,0.95
2020-08-22,FS,2828.5,0.79,0.59,0.96
2020-08-23,FS,2750.5,0.8,0.58,0.96
2020-08-24,FS,2682.1,0.82,0.61,0.99
2020-08-25,FS,2621.7,0.83,0.63,1.01
2020-08-26,FS,2568.2,0.85,0.63,1.02
2020-08-27,FS,2519.9,0.86,0.64,1.03
2020-08-28,FS,2475.0,0.87,0.66,1.05
2020-08-29,FS,2430.0,0.87,0.67,1.06
2020-08-30,FS,2381.6,0.86,0.64,1.04
2020-08-31,FS,2329.0,0.85,0.63,1.03
2020-09-01,FS,2272.6,0.83,0.63,1.03
2020-09-02,FS,2216.7,0.83,0.6,1.01
2020-09-03,FS,2166.2,0.83,0.61,1.02
2020-09-04,FS,2125.1,0.86,0.62,1.04
2020-09-05,FS,2096.4,0.89,0.65,1.07
2020-09-06,FS,2081.2,0.93,0.7,1.12
2020-09-07,FS,2078.5,0.97,0.74,1.16
2020-09-08,FS,2085.6,1.0,0.77,1.19
2020-09-09,FS,2098.9,1.03,0.8,1.22
2020-09-10,FS,2115.6,1.05,0.81,1.23
2020-09-11,FS,2132.8,1.05,0.81,1.23
2020-09-12,FS,2149.3,1.05,0.84,1.25
2020-09-13,FS,2164.7,1.05,0.83,1.24
2020-09-14,FS,2179.3,1.05,0.83,1.24
2020-09-15,FS,2194.6,1.05,0.82,1.23
2020-09-16,FS,2209.0,1.04,0.82,1.23
2020-09-17,FS,2219.8,1.04,0.81,1.22
2020-09-18,FS,2224.1,1.02,0.79,1.2
2020-09-19,FS,2218.5,0.99,0.77,1.18
2020-09-20,FS,2203.5,0.96,0.74,1.15
2020-09-21,FS,2180.5,0.94,0.71,1.12
2020-09-22,FS,2151.8,0.92,0.7,1.11
2020-09-23,FS,2123.0,0.91,0.67,1.09
2020-09-24,FS,2099.0,0.91,0.68,1.1
2020-09-25,FS,2085.3,0.94,0.71,1.13
2020-09-26,FS,2087.2,0.98,0.75,1.17
2020-09-27,FS,2104.3,1.03,0.8,1.22
2020-09-28,FS,2135.0,1.08,0.84,1.26
2020-09-29,FS,2174.6,1.11,0.89,1.3
2020-09-30,FS,2216.9,1.13,0.9,1.31
2020-10-01,FS,2259.1,1.13,0.9,1.31
2020-10-02,FS,2299.0,1.12,0.91,1.31
2020-10-03,FS,2334.7,1.11,0.89,1.29
2020-10-04,FS,2366.5,1.1,0.88,1.28
2020-10-05,FS,2394.5,1.09,0.86,1.26
2020-10-06,FS,2420.8,1.08,0.85,1.25
2020-10-07,FS,2445.8,1.07,0.87,1.26
2020-10-08,FS,2469.7,1.07,0.86,1.25
2020-10-09,FS,2491.2,1.06,0.85,1.24
2020-10-10,FS,2507.8,1.05,0.84,1.23
2020-10-11,FS,2519.1,1.04,0.82,1.21
2020-10-12,FS,2523.5,1.02,0.8,1.19
2020-10-13,FS,2519.3,1.0,0.78,1.17
2020-10-14,FS,2507.5,0.97,0.76,1.15
2020-10-15,FS,2486.7,0.95,0.74,1.13
2020-10-16,FS,2456.1,0.92,0.72,1.11
2020-10-17,FS,2417.0,0.9,0.67,1.07
2020-10-18,FS,2367.6,0.87,0.64,1.04
2020-10-19,FS,2307.8,0.83,0.62,1.02
2020-10-20,FS,2239.7,0.8,0.57,0.98
2020-10-21,FS,2163.5,0.77,0.55,0.96
2020-10-22,FS,2078.4,0.74,0.5,0.92
2020-10-23,FS,1985.3,0.7,0.48,0.9
2020-10-24,FS,1884.5,0.66,0.43,0.86
2020-10-25,FS,1779.0,0.62,0.38,0.82
2020-10-26,FS,1671.1,0.58,0.34,0.79
2020-10-27,FS,1562.0,0.55,0.3,0.76
2020-10-28,FS,1453.7,0.51,0.27,0.74
2020-10-29,FS,1349.7,0.49,0.22,0.71
2020-10-30,FS,1251.6,0.48,0.2,0.7
2020-10-31,FS,1160.1,0.47,0.2,0.71
2020-11-01,FS,1074.8,0.47,0.2,0.72
2020-11-02,FS,996.4,0.47,0.17,0.71
2020-11-03,FS,924.0,0.47,0.17,0.72
2020-11-04,FS,856.5,0.47,0.17,0.73
2020-11-05,FS,792.6,0.46,0.14,0.72
2020-11-06,FS,732.5,0.45,0.13,0.72
2020-11-07,FS,676.9,0.44,0.12,0.72
2020-11-08,FS,626.5,0.45,0.13,0.74
2020-11-09,FS,580.9,0.45,0.11,0.74
2020-11-10,FS,540.0,0.47,0.13,0.77
2020-11-11,FS,504.2,0.49,0.13,0.79
2020-11-12,FS,473.3,0.52,0.14,0.82
2020-11-13,FS,446.6,0.54,0.17,0.86
2020-11-14,FS,422.9,0.57,0.21,0.91
2020-11-15,FS,401.3,0.59,0.2,0.92
2020-11-16,FS,381.2,0.61,0.21,0.94
2020-11-17,FS,362.4,0.62,0.22,0.96
2020-11-18,FS,344.6,0.62,0.23,0.98
2020-11-19,FS,327.8,0.63,0.23,0.99
2020-11-20,FS,312.3,0.64,0.24,1.01
2020-11-21,FS,298.8,0.65,0.21,1.0
2020-11-22,FS,287.3,0.67,0.24,1.04
2020-11-23,FS,277.9,0.7,0.25,1.06
2020-11-24,FS,271.3,0.74,0.29,1.11
2020-11-25,FS,268.1,0.8,0.37,1.19
2020-11-26,FS,268.9,0.86,0.41,1.24
2020-11-27,FS,273.6,0.95,0.5,1.33
2020-11-28,FS,281.9,1.03,0.6,1.42
2020-11-29,FS,293.3,1.12,0.67,1.49
2020-11-30,FS,307.5,1.19,0.78,1.58
2020-12-01,FS,323.3,1.25,0.83,1.62
2020-12-02,FS,339.8,1.28,0.86,1.64
2020-12-03,FS,356.6,1.3,0.88,1.65
2020-12-04,FS,373.5,1.3,0.88,1.64
2020-12-05,FS,390.4,1.3,0.92,1.66
2020-12-06,FS,407.5,1.3,0.92,1.65
2020-12-07,FS,425.1,1.3,0.92,1.64
2020-12-08,FS,443.7,1.29,0.92,1.63
2020-12-09,FS,463.9,1.29,0.93,1.63
2020-12-10,FS,486.5,1.31,0.95,1.64
2020-12-11,FS,513.4,1.34,0.98,1.66
2020-12-12,FS,546.3,1.38,1.02,1.69
2020-12-13,FS,588.0,1.44,1.08,1.74
2020-12-14,FS,640.9,1.51,1.17,1.81
2020-12-15,FS,706.4,1.6,1.26,1.88
2020-12-16,FS,784.6,1.66,1.34,1.94
2020-12-17,FS,873.2,1.71,1.39,1.97
2020-12-18,FS,966.7,1.71,1.4,1.96
2020-12-19,FS,1057.7,1.66,1.36,1.9
2020-12-20,FS,1139.3,1.58,1.3,1.82
2020-12-21,FS,1206.7,1.47,1.2,1.71
2020-12-22,FS,1259.2,1.37,1.1,1.6
2020-12-23,FS,1300.5,1.28,1.0,1.5
2020-12-24,FS,1336.3,1.23,0.96,1.45
2020-12-25,FS,1374.9,1.21,0.93,1.42
2020-12-26,FS,1426.3,1.24,0.98,1.46
2020-12-27,FS,1496.5,1.3,1.05,1.52
2020-12-28,FS,1588.5,1.37,1.11,1.58
2020-12-29,FS,1701.7,1.44,1.2,1.65
2020-12-30,FS,1833.9,1.49,1.25,1.69
2020-12-31,FS,1984.2,1.53,1.29,1.72
2021-01-01,FS,2151.4,1.55,1.32,1.74
2021-01-02,FS,2332.9,1.56,1.35,1.75
2021-01-03,FS,2527.6,1.56,1.35,1.74
2021-01-04,FS,2731.9,1.55,1.34,1.72
2021-01-05,FS,2938.7,1.52,1.31,1.68
2021-01-06,FS,3138.1,1.47,1.27,1.63
2021-01-07,FS,3317.8,1.41,1.22,1.57
2021-01-08,FS,3468.2,1.33,1.16,1.5
2021-01-09,FS,3583.7,1.25,1.06,1.4
2021-01-10,FS,3659.5,1.17,0.98,1.32
2021-01-11,FS,3695.0,1.09,0.9,1.24
2021-01-12,FS,3695.3,1.02,0.83,1.17
2021-01-13,FS,3668.4,0.97,0.77,1.11
2021-01-14,FS,3624.1,0.93,0.74,1.08
2021-01-15,FS,3568.8,0.9,0.71,1.05
2021-01-16,FS,3504.7,0.88,0.7,1.04
2021-01-17,FS,3436.8,0.87,0.67,1.02
2021-01-18,FS,3368.7,0.86,0.66,1.01
2021-01-19,FS,3301.3,0.86,0.67,1.02
2021-01-20,FS,3231.9,0.85,0.67,1.02
2021-01-21,FS,3156.1,0.84,0.63,0.99
2021-01-22,FS,3070.2,0.81,0.62,0.98
2021-01-23,FS,2972.2,0.78,0.57,0.94
2021-01-24,FS,2858.7,0.74,0.54,0.91
2021-01-25,FS,2727.8,0.69,0.48,0.86
2021-01-26,FS,2580.7,0.63,0.44,0.82
2021-01-27,FS,2421.4,0.58,0.37,0.76
2021-01-28,FS,2254.6,0.52,0.32,0.72
2021-01-29,FS,2085.3,0.48,0.24,0.66
2021-01-30,FS,1920.0,0.44,0.2,0.63
2021-01-31,FS,1765.7,0.42,0.18,0.62
2021-02-01,FS,1627.4,0.42,0.16,0.62
2021-02-02,FS,1507.2,0.45,0.19,0.66
2021-02-03,FS,1405.5,0.48,0.22,0.7
2021-02-04,FS,1322.6,0.54,0.27,0.76
2021-02-05,FS,1256.8,0.59,0.33,0.83
2021-02-06,FS,1203.5,0.65,0.37,0.88
2021-02-07,FS,1157.0,0.69,0.4,0.92
2021-02-08,FS,1112.5,0.71,0.43,0.95
2021-02-09,FS,1068.4,0.71,0.42,0.95
2021-02-10,FS,1022.7,0.7,0.4,0.94
2021-02-11,FS,975.1,0.68,0.37,0.92
2021-02-12,FS,926.6,0.66,0.38,0.93
2021-02-13,FS,880.4,0.65,0.36,0.92
2021-02-14,FS,839.8,0.66,0.36,0.93
2021-02-15,FS,806.4,0.68,0.38,0.96
2021-02-16,FS,780.2,0.73,0.41,1.0
2021-02-17,FS,760.6,0.77,0.44,1.04
2021-02-18,FS,746.3,0.82,0.49,1.09
2021-02-19,FS,735.7,0.85,0.54,1.14
2021-02-20,FS,726.2,0.88,0.54,1.15
2021-02-21,FS,715.8,0.88,0.55,1.16
2021-02-22,FS,703.7,0.88,0.55,1.16
2021-02-23,FS,689.8,0.87,0.55,1.16
2021-02-24,FS,674.9,0.85,0.51,1.13
2021-02-25,FS,659.4,0.84,0.52,1.14
2021-02-26,FS,644.3,0.84,0.49,1.12
2021-02-27,FS,631.2,0.85,0.51,1.14
2021-02-28,FS,621.4,0.86,0.51,1.15
2021-03-01,FS,615.9,0.89,0.54,1.18
2021-03-02,FS,615.4,0.94,0.59,1.23
2021-03-03,FS,620.0,0.99,0.64,1.28
2021-03-04,FS,629.8,1.04,0.69,1.33
2021-03-05,FS,644.7,1.1,0.76,1.39
2021-03-06,FS,663.0,1.14,0.79,1.42
2021-03-07,FS,682.9,1.17,0.83,1.45
2021-03-08,FS,702.7,1.18,0.87,1.48
2021-03-09,FS,720.9,1.17,0.84,1.45
2021-03-10,FS,735.9,1.15,0.84,1.44
2021-03-11,FS,747.4,1.13,0.8,1.4
2021-03-12,FS,755.1,1.1,0.77,1.37
2021-03-13,FS,760.0,1.07,0.74,1.34
2021-03-14,FS,762.8,1.04,0.71,1.31
2021-03-15,FS,764.0,1.02,0.72,1.31
2021-03-16,FS,764.2,1.01,0.71,1.3
2021-03-17,FS,765.0,1.01,0.71,1.3
2021-03-18,FS,767.0,1.01,0.71,1.3
2021-03-19,FS,770.7,1.02,0.71,1.3
2021-03-20,FS,776.2,1.03,0.72,1.31
2021-03-21,FS,783.7,1.05,0.73,1.32
2021-03-22,FS,792.3,1.06,0.74,1.33
2021-03-23,FS,801.1,1.07,0.74,1.33
2021-03-24,FS,807.8,1.06,0.76,1.34
2021-03-25,FS,810.6,1.04,0.73,1.31
2021-03-26,FS,808.1,1.01,0.7,1.28
2021-03-27,FS,799.1,0.96,0.67,1.25
2021-03-28,FS,783.9,0.91,0.59,1.18
2021-03-29,FS,765.0,0.87,0.56,1.15
2021-03-30,FS,745.1,0.84,0.51,1.11
2021-03-31,FS,727.4,0.83,0.52,1.12
2021-04-01,FS,715.8,0.86,0.52,1.13
2021-04-02,FS,714.6,0.92,0.59,1.2
2021-04-03,FS,726.7,1.01,0.68,1.29
2021-04-04,FS,753.6,1.13,0.81,1.41
2021-04-05,FS,793.7,1.25,0.94,1.53
2021-04-06,FS,846.0,1.35,1.04,1.62
2021-04-07,FS,908.5,1.43,1.11,1.68
2021-04-08,FS,978.3,1.48,1.18,1.73
2021-04-09,FS,1050.2,1.49,1.19,1.73
2021-04-10,FS,1119.9,1.46,1.17,1.7
2021-04-11,FS,1184.1,1.42,1.16,1.67
2021-04-12,FS,1242.5,1.37,1.08,1.59
2021-04-13,FS,1294.5,1.32,1.04,1.54
2021-04-14,FS,1340.8,1.27,1.01,1.5
2021-04-15,FS,1382.7,1.24,0.96,1.45
2021-04-16,FS,1423.2,1.21,0.96,1.44
2021-04-17,FS,1465.9,1.21,0.94,1.42
2021-04-18,FS,1512.7,1.21,0.96,1.43
2021-04-19,FS,1563.2,1.22,0.96,1.43
2021-04-20,FS,1615.1,1.23,0.98,1.44
2021-04-21,FS,1666.4,1.22,0.96,1.42
2021-04-22,FS,1715.0,1.21,0.96,1.41
2021-04-23,FS,1759.3,1.19,0.93,1.38
2021-04-24,FS,1798.1,1.16,0.93,1.37
2021-04-25,FS,1832.2,1.14,0.9,1.34
2021-04-26,FS,1864.6,1.13,0.88,1.32
2021-04-27,FS,1900.1,1.13,0.9,1.33
2021-04-28,FS,1942.0,1.14,0.91,1.34
2021-04-29,FS,1993.2,1.17,0.93,1.36
2021-04-30,FS,2054.9,1.2,0.97,1.39
2021-05-01,FS,2124.5,1.22,0.98,1.4
2021-05-02,FS,2197.9,1.23,1.01,1.42
2021-05-03,FS,2271.3,1.23,1.0,1.41
2021-05-04,FS,2342.3,1.22,1.0,1.4
2021-05-05,FS,2409.7,1.2,0.98,1.38
2021-05-06,FS,2472.4,1.19,0.98,1.37
2021-05-07,FS,2529.8,1.17,0.95,1.34
2021-05-08,FS,2583.9,1.15,0.93,1.32
2021-05-09,FS,2636.6,1.14,0.94,1.32
2021-05-10,FS,2688.8,1.14,0.93,1.31
2021-05-11,FS,2739.5,1.13,0.92,1.3
2021-05-12,FS,2786.4,1.12,0.9,1.28
2021-05-13,FS,2827.8,1.11,0.91,1.28
2021-05-14,FS,2863.3,1.09,0.89,1.26
2021-05-15,FS,2894.5,1.08,0.87,1.24
2021-05-16,FS,2924.8,1.07,0.87,1.24
2021-05-17,FS,2956.3,1.07,0.86,1.23
2021-05-18,FS,2991.1,1.08,0.87,1.24
2021-05-19,FS,3031.6,1.09,0.9,1.26
2021-05-20,FS,3080.2,1.1,0.91,1.27
2021-05-21,FS,3136.7,1.12,0.92,1.28
2021-05-22,FS,3197.0,1.13,0.92,1.28
2021-05-23,FS,3254.1,1.12,0.94,1.29
2021-05-24,FS,3303.0,1.11,0.92,1.27
2021-05-25,FS,3338.7,1.08,0.89,1.24
2021-05-26,FS,3357.4,1.05,0.85,1.2
2021-05-27,FS,3355.4,1.01,0.81,1.16
2021-05-28,FS,3332.6,0.97,0.77,1.12
2021-05-29,FS,3292.6,0.93,0.74,1.09
2021-05-30,FS,3242.8,0.9,0.71,1.06
2021-05-31,FS,3190.6,0.89,0.68,1.04
2021-06-01,FS,3142.8,0.89,0.69,1.05
2021-06-02,FS,3104.5,0.91,0.71,1.07
2021-06-03,FS,3078.9,0.93,0.73,1.09
2021-06-04,FS,3066.5,0.96,0.76,1.12
2021-06-05,FS,3065.5,0.99,0.79,1.15
2021-06-06,FS,3070.9,1.0,0.81,1.17
2021-06-07,FS,3078.4,1.01,0.82,1.18
2021-06-08,FS,3085.2,1.01,0.82,1.18
2021-06-09,FS,3089.5,1.01,0.81,1.17
2021-06-10,FS,3090.1,1.0,0.8,1.16
2021-06-11,FS,3087.6,1.0,0.8,1.16
2021-06-12,FS,3082.2,0.99,0.79,1.15
2021-06-13,FS,3075.3,0.99,0.79,1.15
2021-06-14,FS,3067.4,0.98,0.79,1.15
2021-06-15,FS,3057.9,0.98,0.78,1.14
2021-06-16,FS,3045.7,0.97,0.78,1.14
2021-06-17,FS,3031.8,0.97,0.77,1.13
2021-06-18,FS,3017.3,0.97,0.78,1.14
2021-06-19,FS,3004.6,0.97,0.78,1.14
2021-06-20,FS,2994.5,0.97,0.79,1.15
2021-06-21,FS,2986.0,0.98,0.76,1.13
2021-06-22,FS,2978.6,0.98,0.77,1.14
2021-06-23,FS,2974.3,0.99,0.78,1.15
2021-06-24,FS,2972.3,0.99,0.78,1.15
2021-06-25,FS,2971.0,0.99,0.78,1.15
2021-06-26,FS,2967.4,0.99,0.78,1.15
2020-03-13,GP,60.5,2.68,0.69,6.39
2020-03-14,GP,76.8,2.62,1.46,3.76
2020-03-15,GP,96.5,2.59,1.71,3.39
2020-03-16,GP,119.8,2.54,1.84,3.2
2020-03-17,GP,146.9,2.48,1.87,3.04
2020-03-18,GP,177.6,2.41,1.85,2.9
2020-03-19,GP,211.0,2.32,1.81,2.77
2020-03-20,GP,245.0,2.21,1.72,2.62
2020-03-21,GP,277.3,2.08,1.62,2.47
2020-03-22,GP,305.6,1.92,1.49,2.3
2020-03-23,GP,326.9,1.74,1.31,2.1
2020-03-24,GP,338.6,1.54,1.14,1.91
2020-03-25,GP,339.0,1.34,0.91,1.68
2020-03-26,GP,327.9,1.12,0.7,1.47
2020-03-27,GP,307.3,0.91,0.49,1.27
2020-03-28,GP,280.0,0.71,0.29,1.08
2020-03-29,GP,248.4,0.53,0.13,0.91
2020-03-30,GP,216.5,0.38,0.0,0.72
2020-03-31,GP,187.7,0.28,0.0,0.65
2020-04-01,GP,164.6,0.26,0.0,0.63
2020-04-02,GP,148.5,0.28,0.0,0.66
2020-04-03,GP,139.2,0.35,0.0,0.74
2020-04-04,GP,135.4,0.46,0.03,0.86
2020-04-05,GP,136.5,0.59,0.11,1.03
2020-04-06,GP,141.3,0.75,0.25,1.22
2020-04-07,GP,148.8,0.9,0.38,1.37
2020-04-08,GP,158.3,1.05,0.51,1.5
2020-04-09,GP,169.1,1.17,0.66,1.63
2020-04-10,GP,181.4,1.26,0.77,1.72
2020-04-11,GP,195.7,1.34,0.85,1.78
2020-04-12,GP,211.4,1.4,0.92,1.83
2020-04-13,GP,227.1,1.43,0.95,1.84
2020-04-14,GP,240.9,1.42,0.95,1.82
2020-04-15,GP,251.5,1.37,0.93,1.78
2020-04-16,GP,258.4,1.3,0.86,1.7
2020-04-17,GP,260.4,1.21,0.75,1.59
2020-04-18,GP,257.2,1.11,0.68,1.51
2020-04-19,GP,249.3,1.0,0.54,1.38
2020-04-20,GP,238.8,0.89,0.46,1.3
2020-04-21,GP,228.2,0.82,0.38,1.23
2020-04-22,GP,220.1,0.8,0.35,1.21
2020-04-23,GP,215.9,0.81,0.35,1.22
2020-04-24,GP,216.5,0.87,0.4,1.28
2020-04-25,GP,222.5,0.97,0.5,1.38
2020-04-26,GP,233.6,1.08,0.64,1.51
2020-04-27,GP,248.4,1.19,0.74,1.6
2020-04-28,GP,264.8,1.28,0.81,1.66
2020-04-29,GP,280.8,1.32,0.87,1.7
2020-04-30,GP,295.3,1.33,0.88,1.7
2020-05-01,GP,307.6,1.31,0.88,1.68
2020-05-02,GP,316.8,1.26,0.84,1.63
2020-05-03,GP,323.2,1.21,0.81,1.59
2020-05-04,GP,327.0,1.16,0.74,1.52
2020-05-05,GP,329.5,1.11,0.69,1.47
2020-05-06,GP,332.0,1.08,0.65,1.43
2020-05-07,GP,334.5,1.07,0.67,1.44
2020-05-08,GP,337.3,1.06,0.66,1.43
2020-05-09,GP,340.5,1.06,0.65,1.42
2020-05-10,GP,344.0,1.06,0.64,1.41
2020-05-11,GP,347.8,1.06,0.64,1.41
2020-05-12,GP,351.5,1.06,0.66,1.42
2020-05-13,GP,355.4,1.06,0.66,1.42
2020-05-14,GP,361.0,1.08,0.67,1.43
2020-05-15,GP,370.6,1.12,0.73,1.48
2020-05-16,GP,387.3,1.19,0.78,1.53
2020-05-17,GP,414.5,1.3,0.89,1.63
2020-05-18,GP,454.4,1.44,1.05,1.77
2020-05-19,GP,508.7,1.59,1.24,1.93
2020-05-20,GP,576.6,1.72,1.36,2.03
2020-05-21,GP,656.7,1.81,1.46,2.1
2020-05-22,GP,745.4,1.85,1.52,2.13
2020-05-23,GP,840.0,1.84,1.54,2.12
2020-05-24,GP,936.8,1.79,1.49,2.05
2020-05-25,GP,1032.7,1.73,1.44,1.98
2020-05-26,GP,1126.1,1.66,1.39,1.91
2020-05-27,GP,1218.8,1.59,1.32,1.83
2020-05-28,GP,1314.2,1.55,1.27,1.77
2020-05-29,GP,1417.2,1.54,1.29,1.77
2020-05-30,GP,1531.6,1.54,1.28,1.75
2020-05-31,GP,1662.2,1.56,1.3,1.76
2020-06-01,GP,1816.3,1.6,1.36,1.8
2020-06-02,GP,2002.5,1.65,1.41,1.84
2020-06-03,GP,2229.5,1.72,1.5,1.91
2020-06-04,GP,2507.5,1.79,1.58,1.97
2020-06-05,GP,2845.1,1.86,1.66,2.03
2020-06-06,GP,3248.0,1.91,1.73,2.08
2020-06-07,GP,3719.1,1.94,1.74,2.08
2020-06-08,GP,4255.1,1.94,1.76,2.08
2020-06-09,GP,4847.4,1.92,1.75,2.05
2020-06-10,GP,5481.3,1.87,1.7,1.99
2020-06-11,GP,6139.0,1.81,1.66,1.93
2020-06-12,GP,6806.8,1.73,1.59,1.85
2020-06-13,GP,7476.0,1.67,1.53,1.78
2020-06-14,GP,8141.9,1.61,1.47,1.71
2020-06-15,GP,8810.1,1.56,1.44,1.67
2020-06-16,GP,9492.2,1.53,1.39,1.62
2020-06-17,GP,10205.2,1.51,1.38,1.6
2020-06-18,GP,10968.1,1.51,1.39,1.6
2020-06-19,GP,11795.5,1.51,1.38,1.59
2020-06-20,GP,12696.0,1.51,1.4,1.6
2020-06-21,GP,13676.0,1.52,1.41,1.6
2020-06-22,GP,14729.4,1.52,1.41,1.6
2020-06-23,GP,15851.5,1.51,1.41,1.59
2020-06-24,GP,17038.2,1.51,1.42,1.59
2020-06-25,GP,18284.9,1.49,1.4,1.57
2020-06-26,GP,19581.2,1.48,1.39,1.55
2020-06-27,GP,20919.1,1.46,1.37,1.53
2020-06-28,GP,22288.3,1.44,1.35,1.51
2020-06-29,GP,23675.1,1.42,1.34,1.49
2020-06-30,GP,25060.3,1.4,1.31,1.46
2020-07-01,GP,26426.8,1.37,1.29,1.43
2020-07-02,GP,27765.8,1.35,1.27,1.41
2020-07-03,GP,29073.5,1.32,1.24,1.38
2020-07-04,GP,30331.6,1.3,1.23,1.36
2020-07-05,GP,31519.9,1.27,1.2,1.33
2020-07-06,GP,32608.3,1.24,1.16,1.29
2020-07-07,GP,33576.1,1.21,1.13,1.26
2020-07-08,GP,34390.9,1.17,1.09,1.22
2020-07-09,GP,35007.6,1.13,1.05,1.18
2020-07-10,GP,35388.5,1.08,1.01,1.13
2020-07-11,GP,35527.7,1.03,0.95,1.08
2020-07-12,GP,35410.3,0.98,0.9,1.03
2020-07-13,GP,35069.4,0.93,0.85,0.98
2020-07-14,GP,34522.7,0.89,0.81,0.94
2020-07-15,GP,33804.1,0.85,0.78,0.91
2020-07-16,GP,32953.6,0.82,0.75,0.88
2020-07-17,GP,32011.8,0.8,0.72,0.85
2020-07-18,GP,30991.6,0.77,0.7,0.83
2020-07-19,GP,29925.9,0.76,0.67,0.81
2020-07-20,GP,28829.1,0.74,0.66,0.8
2020-07-21,GP,27729.9,0.73,0.65,0.79
2020-07-22,GP,26646.3,0.72,0.64,0.78
2020-07-23,GP,25590.7,0.72,0.64,0.78
2020-07-24,GP,24559.0,0.71,0.62,0.77
2020-07-25,GP,23554.6,0.71,0.62,0.77
2020-07-26,GP,22580.8,0.7,0.62,0.77
2020-07-27,GP,21621.6,0.7,0.6,0.76
2020-07-28,GP,20651.3,0.68,0.59,0.75
2020-07-29,GP,19650.4,0.65,0.57,0.73
2020-07-30,GP,18606.6,0.62,0.52,0.69
2020-07-31,GP,17523.0,0.58,0.49,0.66
2020-08-01,GP,16416.3,0.55,0.44,0.62
2020-08-02,GP,15302.9,0.51,0.41,0.59
2020-08-03,GP,14204.8,0.48,0.37,0.56
2020-08-04,GP,13152.1,0.46,0.34,0.54
2020-08-05,GP,12156.1,0.45,0.34,0.54
2020-08-06,GP,11227.1,0.44,0.33,0.54
2020-08-07,GP,10376.6,0.45,0.32,0.54
2020-08-08,GP,9613.7,0.46,0.33,0.56
2020-08-09,GP,8947.7,0.49,0.37,0.6
2020-08-10,GP,8380.3,0.53,0.4,0.64
2020-08-11,GP,7900.4,0.58,0.43,0.68
2020-08-12,GP,7515.3,0.64,0.5,0.75
2020-08-13,GP,7223.1,0.71,0.58,0.83
2020-08-14,GP,7004.3,0.77,0.62,0.88
2020-08-15,GP,6829.3,0.81,0.67,0.93
2020-08-16,GP,6665.9,0.83,0.69,0.95
